exp_id,site,seed,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec
ed5492c8d5ae419eaf15344a4633e82e,niwo,518437,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.640840219412501,0.5079588784462824,0.9870445344129555,0.6859876195835678
c9cfeccab539499db01ccfd187533f24,niwo,645142,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6311326449977345,0.49583428017981984,0.986938775510204,0.6803601575689364
0ef7b0258ca24ed1ac38e62b454b1e65,teak,518437,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6706391091738881,0.7224933991049269,0.905511811023622,0.9400544959128065
59fddec411f64e9a816fdad3c6066bbd,teak,645142,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.650600724624046,0.7060162726434908,0.9041994750656168,0.9386920980926431
943d3984366b41258cd9f7c6d35375b0,sjer,518437,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.48228663352509965,0.8003279874247617,0.6004728132387707,0.996078431372549
955b91ad50964964b1a0d3dafef9a4ae,sjer,645142,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.4280018633525964,0.756438722567755,0.5634743875278396,0.9921568627450981
82b8c14de15e449f9778d14d1d4139f8,mlbs,518437,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6000981931896257,0.5868144560641362,0.9829059829059829,0.9563409563409564
2a9bf2251d384e86afabd9eda026d5fe,mlbs,645142,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6006183956980669,0.609832851756021,0.9732510288065843,0.9833679833679834
