exp_id,site,seed,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec,n_grn_matched,n_brn_matched,n_both_matched
ccaddd634d2d4befad25ba9ba185ac52,teak,344518,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6753646563009442,0.7056119544689642,0.9246575342465754,0.9196185286103542,0.6876061120543294,0.7659574468085106,0.694006309148265
9995c0dca0f64d0da18618cd89069822,teak,610777,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6675356895557092,0.7050070955306901,0.9157754010695187,0.9332425068119891,0.7130730050933786,0.7446808510638298,0.7160883280757098
964cc49c9ddf4b8aba8011200b45f93b,teak,251328,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6730871544896375,0.6920033400071444,0.9363762102351314,0.9223433242506812,0.6910016977928692,0.6595744680851063,0.6892744479495269
3a32086545fa4982bb43fdca21b9bc2d,teak,814866,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6629799627943029,0.6884857677869224,0.9261285909712722,0.9223433242506812,0.7028862478777589,0.6595744680851063,0.7003154574132492
2044295111164adea5afb668982e9d91,teak,750670,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6616270541643493,0.7093067324569488,0.91005291005291,0.9373297002724795,0.7062818336162988,0.723404255319149,0.7082018927444795
6574b553ce56438ea92594bab0f8ecbe,teak,805256,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6777759629785243,0.6899437461197506,0.9370629370629371,0.9128065395095368,0.6943972835314092,0.723404255319149,0.6971608832807571
fc5d32f9b8cf450ea3350a37cd772ee4,teak,369976,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6660241834825255,0.6829936950856496,0.9361997226074896,0.9196185286103542,0.6893039049235993,0.723404255319149,0.692429022082019
c07ebbc4fd4a431b9d06a0d6f1aa9a95,teak,189234,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6832720869849118,0.6798573890779976,0.9455587392550143,0.8991825613079019,0.6842105263157895,0.6382978723404256,0.6813880126182965
51d3f41474ab45bbba17b52dc3b226b0,teak,297538,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.686097811199034,0.6812978173505866,0.9401709401709402,0.8991825613079019,0.6926994906621392,0.5957446808510638,0.6861198738170347
4031f763613e45cdac1f93e3903fbbc0,teak,951214,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6829902120739244,0.7180079233065894,0.9254742547425474,0.9305177111716622,0.7164685908319185,0.723404255319149,0.7176656151419558
39cd190e02bb4b099e5b290c6019a02b,teak,688001,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6638651395902577,0.6860786092274335,0.9300411522633745,0.9237057220708447,0.6943972835314092,0.6382978723404256,0.6908517350157729
90aa5a75446f45f9a4ca055388a1ec5f,teak,38060,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6596644591168951,0.6699417283014842,0.9308885754583921,0.8991825613079019,0.6587436332767402,0.7021276595744681,0.6624605678233438
d6d1a953ccd04809ab3db37944705214,teak,942811,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.628211963897774,0.6955648994352681,0.896551724137931,0.9564032697547684,0.6977928692699491,0.723404255319149,0.7003154574132492
70f560544c424c8a9acdc95f6fbe3a52,teak,447577,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.66912525522852,0.7120104192984318,0.9109311740890689,0.9196185286103542,0.6960950764006791,0.7446808510638298,0.7003154574132492
b9732114318f4f269483033f4b14f691,teak,712749,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6617595351687373,0.6798555746096366,0.9267955801104972,0.9141689373297003,0.6926994906621392,0.5957446808510638,0.6861198738170347
14bde4a196fc48678cd4b9bef2d39829,teak,125765,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6521991560269157,0.7323131817240954,0.8874841972187105,0.9564032697547684,0.735144312393888,0.7872340425531915,0.7397476340694006
f6af6ee1a5b74969b1fcf01966154571,teak,628181,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6421351154568755,0.7102546081805333,0.8830334190231363,0.9359673024523161,0.7181663837011885,0.7021276595744681,0.7176656151419558
3777e553b96d42f08e505e56a7577208,teak,486861,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6407531644264436,0.6852468017579523,0.9174434087882823,0.9386920980926431,0.6757215619694398,0.7021276595744681,0.6782334384858044
0aad736b6cdb4ba082831622a0816b91,teak,513922,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6449431761039213,0.7051546591722,0.9017038007863696,0.9373297002724795,0.6977928692699491,0.7021276595744681,0.6987381703470031
6684d8e684794af795f27d03ba82224f,teak,585328,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6944840984452454,0.6737463187401832,0.9525925925925925,0.8760217983651226,0.6706281833616299,0.6382978723404256,0.668769716088328
e7d549e2016947d9906842bed4056d6f,teak,579280,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6682762842491722,0.6772664514276608,0.9360795454545454,0.8978201634877384,0.6604414261460102,0.723404255319149,0.6656151419558359
431019031d844ff39a82ade4455cb510,teak,230531,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6292897018708404,0.6796420053721711,0.9126984126984127,0.9400544959128065,0.6740237691001698,0.7021276595744681,0.6766561514195584
9c881d587b6b4e9b8e1de407a1867e80,teak,85072,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6601664346754705,0.7051040071761303,0.9148936170212766,0.9373297002724795,0.7096774193548387,0.7659574468085106,0.7145110410094637
