site,seed,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec
teak_niwo,42,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.44676053002127486,0.21957101893454642,0.9882629107981221,0.473832301631964
teak_niwo,518437,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5736479783229789,0.3325789223884946,0.9875518672199171,0.5357343837929094
teak_niwo,645142,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5641252208660489,0.31320242228047857,0.9890590809628009,0.5087225661226786
teak_niwo,951277,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5633237537862067,0.3055249365536656,0.9978563772775991,0.5239167135621835
teak_niwo,769680,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.6006084852011023,0.356147751303664,0.9853095487932844,0.5284186831738886
teak_niwo,454803,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5622239668596039,0.3310658801337699,0.9871794871794872,0.5199774901519415
teak_niwo,690695,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5866538924028805,0.37360289177642786,0.9877819548872181,0.5914462577377603
teak_niwo,344218,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5853825501150023,0.3433031365361246,0.9855818743563337,0.5385481148002251
teak_niwo,392477,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5364217396617407,0.3209378773307971,0.9861407249466951,0.5205402363534046
teak_niwo,505846,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5551011624072416,0.2983832941184018,0.9913700107874865,0.5171637591446258
teak_niwo,538310,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5362069357589956,0.3014971045432139,0.9887295081967213,0.5430500844119303
teak_niwo,478192,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5256305562613788,0.2757150453584321,0.9878987898789879,0.5053460889138999
teak_niwo,952728,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5132956930877007,0.2768183583467452,0.9886621315192744,0.4907146876758582
teak_niwo,447857,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5341857616194561,0.27263343970086124,0.9875565610859729,0.4912774338773213
teak_niwo,654517,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5293317227175678,0.28717027868382644,0.9932960893854749,0.5002813731007316
teak_niwo,326518,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5972691498715724,0.3544361767727813,0.9889001009081736,0.5514912774338773
teak_niwo,436296,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.6025123137185742,0.37173318484620466,0.9899295065458208,0.5531795160382668
teak_niwo,723653,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5237618253455509,0.2723139571666154,0.9888641425389755,0.49971862689926844
teak_niwo,646171,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.529611048952081,0.2810485675585174,0.9901639344262295,0.509848058525605
teak_niwo,306939,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5232113520597461,0.2693409102143355,0.992108229988726,0.4952166572875633
teak_niwo,758261,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5835038976265637,0.3369012979261829,0.9906444906444907,0.5362971299943725
teak_niwo,976563,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5668457321801095,0.3536696930424607,0.9837164750957854,0.5779403489026449
teak_niwo,865101,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5789804050367419,0.3341712826983434,0.9905857740585774,0.5329206527855938
teak_niwo,529320,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5373970958375823,0.2866319493020146,0.990280777537797,0.5160382667416995
teak_niwo,468175,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.3276357368610551,0.14747314255940086,0.9869281045751634,0.4248733821046708
teak_niwo,694154,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5461748243373259,0.3294400006689921,0.990625,0.5351716375914463
teak_niwo,323554,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5271771831617835,0.2816675216209685,0.9913606911447084,0.5166010129431626
teak_niwo,784313,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.522675140752693,0.28543313105637635,0.9893842887473461,0.5244794597636466
teak_niwo,415029,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5767719257582825,0.32422997113339597,0.9850905218317358,0.5205402363534046
teak_niwo,731053,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5783141551915396,0.3219978322214866,0.9902491874322861,0.5143500281373101
teak_niwo,230705,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.4784717703794679,0.24880168438483238,0.9922480620155039,0.5042205965109735
teak_niwo,507281,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5306478266162629,0.279255733560313,0.9878587196467992,0.5036578503095104
teak_niwo,829640,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5714823674929805,0.33586549095750723,0.9861554845580405,0.5211029825548678
teak_niwo,486693,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.5935488421721512,0.3434143137012773,0.9886246122026887,0.537985368598762
teak_niwo,893204,5,False,training3/TEAK-train.csv,evaluation3/NIWO-test.csv,0.547453411039201,0.2913107959820886,0.9886363636363636,0.48958919527293193
