site,seed,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec
teak,42,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6375425797198674,0.6748442024166597,0.9092140921409214,0.9141689373297003
teak,518437,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6628325213163473,0.7297670423541801,0.8984575835475579,0.952316076294278
teak,645142,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6539135372637959,0.7066753688494812,0.9075297225891678,0.9359673024523161
teak,951277,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.682312184132249,0.6711773188161267,0.9425287356321839,0.8937329700272479
teak,769680,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6570426543972502,0.7037221090348534,0.9075297225891678,0.9359673024523161
teak,454803,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.674127902702899,0.7287163758287635,0.9062087186261559,0.9346049046321526
teak,690695,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6687985937386082,0.7382618344743447,0.8989769820971867,0.9577656675749319
teak,344218,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6642090505584103,0.7143081580483046,0.9130434782608695,0.944141689373297
teak,392477,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6296722374240136,0.6761076894856874,0.9030544488711819,0.9264305177111717
teak,505846,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6625634281124795,0.7178950364471272,0.9078947368421053,0.9400544959128065
teak,538310,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6763838357824207,0.6941130152138485,0.9292649098474342,0.9128065395095368
teak,478192,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6355700530577739,0.6740038959578529,0.9054593874833555,0.9264305177111717
teak,952728,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6519742841511019,0.7074675013774971,0.9041994750656168,0.9386920980926431
teak,447857,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6438567333049422,0.690109455036097,0.9072847682119205,0.9332425068119891
teak,654517,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.66557021255993,0.6783433452408943,0.9345403899721448,0.9141689373297003
teak,326518,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6587459624155902,0.7234357656911435,0.9,0.944141689373297
teak,436296,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6540837769245835,0.7198256631598351,0.8957528957528957,0.9482288828337875
teak,723653,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.648961284170368,0.7104379338866786,0.8965071151358344,0.944141689373297
teak,646171,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.633374245879617,0.7047144133917337,0.8837803320561941,0.9427792915531336
teak,306939,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6723355775055554,0.7232549483152042,0.9058355437665783,0.9305177111716622
teak,758261,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6680712396631985,0.707444526136603,0.9126344086021505,0.9250681198910081
teak,976563,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6397872626182848,0.7085213515392341,0.8866242038216561,0.9482288828337875
teak,865101,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.657450662423688,0.7428101363685004,0.8821339950372209,0.9686648501362398
teak,529320,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6462271455318304,0.6937612655207818,0.9137931034482759,0.9386920980926431
teak,468175,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6392761815356529,0.6237368095640837,0.9513274336283186,0.8787465940054496
teak,694154,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6632777060262218,0.7125340525900241,0.9102902374670184,0.9400544959128065
teak,323554,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6844445498578325,0.7128774360629593,0.9270976616231087,0.9182561307901907
teak,784313,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6421199304554609,0.7195189004061757,0.8807106598984772,0.9455040871934605
teak,415029,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6674456399425581,0.705606669393488,0.912751677852349,0.9264305177111717
teak,731053,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6611124437022599,0.7156437958604829,0.900523560209424,0.9373297002724795
teak,230705,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6388842532691152,0.6889207553705126,0.9054593874833555,0.9264305177111717
teak,507281,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.636602421378276,0.7235109890537774,0.877038895859473,0.952316076294278
teak,829640,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6368555108205953,0.6817328677326454,0.9026666666666666,0.9223433242506812
teak,486693,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6799903863594718,0.702918708659531,0.9217032967032966,0.9141689373297003
teak,893204,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6797977930749676,0.6809498006350636,0.943342776203966,0.9073569482288828
teak,197470,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6457966479144681,0.6871758020350425,0.9132176234979973,0.9318801089918256
teak,604812,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6519904315320691,0.6709648140606648,0.926490984743412,0.9100817438692098
