site,seed,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec
niwo,42,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6472635473526497,0.5021554544120065,0.9862660944206009,0.646595385481148
niwo,518437,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6442507939323298,0.49505683375085874,0.9860990443092963,0.638716938660664
niwo,645142,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6383413386030875,0.49738768825625684,0.986336464560205,0.6499718626899268
niwo,951277,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.649422961305155,0.5046387623871539,0.9863013698630136,0.6482836240855374
niwo,769680,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6452349264591245,0.5043264107490297,0.9863829787234043,0.6522228474957794
niwo,454803,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6441621206979807,0.504779042759399,0.9864291772688719,0.6544738323016319
niwo,690695,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6486567480593942,0.4926494460011041,0.9859154929577465,0.6302757456387169
niwo,344218,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6415392704053133,0.49921800803536986,0.9863013698630136,0.6482836240855374
niwo,392477,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6455082854633384,0.48277116335580517,0.9861231569817867,0.6398424310635903
niwo,505846,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.643425115374162,0.4811862706471138,0.987001733102253,0.6409679234665167
niwo,538310,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6475855616028416,0.4996459752315771,0.9861471861471861,0.6409679234665167
niwo,478192,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.641579356353865,0.4799414368278066,0.9869678540399652,0.6392796848621272
niwo,952728,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6412784926053213,0.4988818987131976,0.9863130881094953,0.6488463702870005
niwo,447857,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.638658150996894,0.44273074907348303,0.9876106194690265,0.6280247608328644
niwo,654517,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6448873683063733,0.4928012643219477,0.9860262008733625,0.6353404614518852
niwo,326518,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6410051203873256,0.4816913954985287,0.9862187769164513,0.6443444006752954
niwo,436296,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6425167880281347,0.4849330585290192,0.9862778730703259,0.6471581316826112
niwo,723653,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6481270347311994,0.5016687513289558,0.9862424763542562,0.6454698930782217
niwo,646171,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6475892902973165,0.48241557884384995,0.9869451697127938,0.6381541924592009
niwo,306939,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6520183375421077,0.4746611073244662,0.9865711727842436,0.6201463140123804
niwo,758261,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6422918914678105,0.4809561359752425,0.9861471861471861,0.6409679234665167
niwo,976563,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6404513778528651,0.5035285015681299,0.9864406779661017,0.6550365785030952
niwo,865101,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6440253126395156,0.5061017447087615,0.9864636209813875,0.6561620709060214
niwo,529320,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6463269113238834,0.4825776672010587,0.987001733102253,0.6409679234665167
niwo,468175,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6416610507766831,0.4993495953712324,0.9863247863247864,0.6494091164884637
niwo,694154,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6389854414997381,0.4815794075410833,0.9871134020618557,0.646595385481148
niwo,323554,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6402934716416554,0.493739635055243,0.986171132238548,0.6420934158694429
niwo,784313,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6469358391759233,0.49411503650423216,0.986050566695728,0.6364659538548115
niwo,415029,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6559995143598035,0.49317060549395403,0.9857524487978628,0.6229600450196962
niwo,731053,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6482113803781255,0.4851431669612172,0.9870242214532872,0.6420934158694429
niwo,230705,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6454487027344065,0.5022207291868123,0.9862896315338475,0.6477208778840743
niwo,507281,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6490614116556576,0.4796093982997917,0.9859649122807017,0.6325267304445695
niwo,829640,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6379073850392071,0.4965328150777084,0.9862660944206009,0.646595385481148
niwo,486693,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6500697978906065,0.49876590544534083,0.9860990443092963,0.638716938660664
niwo,893204,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6499506845632063,0.4994420897691752,0.9861111111111112,0.6392796848621272
niwo,197470,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6429826779207736,0.4981416632467551,0.9862187769164513,0.6443444006752954
