site,seed,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec
mlbs,42,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6122155226373558,0.5685384499663362,0.9910112359550561,0.9168399168399168
mlbs,518437,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5906429910971167,0.5548422419944645,0.9911111111111112,0.9272349272349273
mlbs,645142,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6141364973089345,0.5766516730879538,0.991130820399113,0.9293139293139293
mlbs,951277,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.607461924784817,0.5724542901489655,0.9866962305986696,0.9251559251559252
mlbs,769680,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6151056969179799,0.5832022983885792,0.9846153846153847,0.9313929313929314
mlbs,454803,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6196285750572488,0.5703385417748226,0.9977324263038548,0.9147609147609148
mlbs,690695,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6186301443654385,0.5979978874126619,0.9719827586206896,0.9376299376299376
mlbs,344218,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5903496219809843,0.579745158384829,0.9808917197452229,0.9604989604989606
mlbs,392477,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.606651422896483,0.5664087153533908,0.9977628635346756,0.9272349272349273
mlbs,505846,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6076188236419737,0.5852567843833434,0.9848484848484849,0.9459459459459459
mlbs,538310,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5959154448850656,0.5558936662450413,0.9866369710467706,0.920997920997921
mlbs,478192,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5861653769812821,0.5355898574118914,1.0,0.9085239085239085
mlbs,952728,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6253372912150785,0.5892731470521684,0.9866666666666667,0.9230769230769231
mlbs,447857,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5988095571494787,0.5672591446236313,0.9801762114537445,0.9251559251559252
mlbs,654517,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5982068871003754,0.5657096168408928,0.9778761061946902,0.918918918918919
mlbs,326518,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6002766567015194,0.5599438533460759,0.9955257270693513,0.9251559251559252
mlbs,436296,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6135166152859766,0.5696848264345067,0.9977477477477478,0.920997920997921
mlbs,723653,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6120048734321664,0.5788186383225558,0.9867549668874173,0.9293139293139293
mlbs,646171,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5977653187049705,0.5783789610820311,0.9849137931034483,0.9501039501039501
mlbs,306939,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.60775983396895,0.5858402599248458,0.9718614718614719,0.9334719334719335
mlbs,758261,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6151539872313119,0.5589372931194165,0.9976958525345622,0.9002079002079002
mlbs,976563,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6232922817810648,0.5945978748685017,0.9868131868131869,0.9334719334719335
mlbs,865101,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6116291460447378,0.5811358652540296,0.9846491228070176,0.9334719334719335
mlbs,529320,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5917055370438303,0.5546368227172512,0.9933184855233853,0.9272349272349273
mlbs,468175,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5982163013577309,0.5607942826163165,0.9866666666666667,0.9230769230769231
mlbs,694154,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6056167072435232,0.5614512339808151,0.9932432432432432,0.9168399168399168
mlbs,323554,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6048449266601399,0.5498162109390923,0.9908256880733946,0.8981288981288982
mlbs,784313,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6102997759236093,0.5605516000303337,0.9977220956719818,0.9106029106029107
mlbs,415029,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6184768280071885,0.6062674952965168,0.9744680851063829,0.9521829521829522
mlbs,731053,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6167730657280142,0.5754063200417534,0.9887892376681614,0.9168399168399168
mlbs,230705,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5986940539098304,0.5844748778771005,0.9829059829059829,0.9563409563409564
mlbs,507281,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6049200668209296,0.578642636485617,0.9782135076252724,0.9334719334719335
mlbs,829640,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6175578555389287,0.5959823394605135,0.9783549783549783,0.9397089397089398
mlbs,486693,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5972494137198905,0.5507307059893405,0.9932126696832579,0.9126819126819127
mlbs,893204,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.582503531455093,0.542577153700035,0.9977528089887641,0.9230769230769231
mlbs,197470,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6231975486123935,0.5716350607280412,0.9977220956719818,0.9106029106029107
