exp_id,site,seed,pi_f,rule,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec
ecb2f311affa4346815ef4028ee0320d,niwo,518437,0.0,R2,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6510281638542208,0.49833661386233236,0.9860748476936466,0.6375914462577378
32ab1146f5494812a5e4af62dffa85f3,niwo,645142,0.0,R2,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6434171170140183,0.5007802481905932,0.986336464560205,0.6499718626899268
abab993f0e3d4579960cc14e879e048c,teak,518437,0.0,R2,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.678796973256222,0.7183309275854102,0.918010752688172,0.9305177111716622
7b0994974430464a8ab3da6b5b4ce996,teak,645142,0.0,R2,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6838305172522329,0.6996239306710232,0.9333333333333333,0.9155313351498637
0d24a60a6f90466d8b69ef182aaafb8b,sjer,518437,0.0,R2,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.4101303172739654,0.739682226375775,0.5769230769230769,1.0
387c9d99ed2342d9a34ddb525024e997,sjer,645142,0.0,R2,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5246916534867199,0.7456218065089035,0.7094972067039106,0.996078431372549
d00f2be210284192b42be3392f7e9d85,mlbs,518437,0.0,R2,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5854717748023671,0.5783881500063144,0.9809322033898306,0.9625779625779626
4c6a5fef3e8c4b368a9457102cc4e2cd,mlbs,645142,0.0,R2,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6120837015683609,0.563513412983752,1.0,0.918918918918919
f2d32f4a584a4606a576a31ffd04075f,niwo,518437,0.1,R2,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6504009968076717,0.49780970509340267,0.9860262008733625,0.6353404614518852
dbc977046709422ea215e4222954583e,niwo,645142,0.1,R2,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6434684350801998,0.4970349976042507,0.9862187769164513,0.6443444006752954
47d8213018404148957ca970e382e16c,teak,518437,0.1,R2,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6531543486359748,0.7102339109314829,0.9071895424836601,0.9455040871934605
4dc5a8d3adc84b52b6b5daf4dc552220,teak,645142,0.1,R2,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6724837850455236,0.6934553652394375,0.9368131868131868,0.9291553133514986
cfb4b6260fba432d871aea5b1950c58f,sjer,518437,0.1,R2,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.4304217333876603,0.7562921397598819,0.5629139072847682,1.0
bf7bbb102ee8482e83d8bbb6c54cfaff,sjer,645142,0.1,R2,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.4537017795476256,0.7078126174900369,0.6439393939393939,1.0
9b6501d7d2e845db97731e128b9e87f3,mlbs,518437,0.1,R2,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5965657917293933,0.5700757498846721,0.986870897155361,0.9376299376299376
aade6de171794710a0761a22e9778615,mlbs,645142,0.1,R2,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6008720567968566,0.5696800022011886,0.9912087912087912,0.9376299376299376
4dff1625e6f7416a98534b8475b0145f,niwo,518437,0.2,R2,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6500964970646278,0.4820755698920169,0.9868536371603857,0.6336522228474958
e04405827b194280ba3a0e443fb2c7d5,niwo,645142,0.2,R2,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6475508519968912,0.5011621733584349,0.9862778730703259,0.6471581316826112
bf697d1affae4fcabb052c1fadacb868,teak,518437,0.2,R2,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6547172563872373,0.6878233601542859,0.9193548387096774,0.9318801089918256
5f200ab62d2348888e851ba90c938b19,teak,645142,0.2,R2,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6762067208878881,0.7149480946554438,0.9245283018867925,0.9346049046321526
643fc27a48df4e5aa93db73e52cb36a2,sjer,518437,0.2,R2,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.4662174179041532,0.7974267667816056,0.5717488789237668,1.0
9ade6e403e754c44bb36067b1d4f7be0,sjer,645142,0.2,R2,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.49381844548579973,0.7719723376981443,0.6365914786967418,0.996078431372549
42ad117388a04da6ac862a4cb04e20c4,mlbs,518437,0.2,R2,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.5834472035722684,0.5551198949843816,0.9802631578947368,0.9293139293139293
d07dd5aafa5b4ef48e4125e5d1d54194,mlbs,645142,0.2,R2,5,False,training3/MLBS-train.csv,evaluation3/MLBS-test.csv,0.6095625270410319,0.5888396765175626,0.978401727861771,0.9417879417879418
338c7681bdb64971a61783fa0dffcb47,niwo,518437,0.3,R2,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6469878409983989,0.47918123650997885,0.9868536371603857,0.6336522228474958
c8543179dd6d42ae8aee77ed5dada1c8,niwo,645142,0.3,R2,7,False,training3/NIWO-train.csv,evaluation3/NIWO-test.csv,0.6534767651298256,0.5012187209995255,0.9860990443092963,0.638716938660664
8004f9e8200d4a1c9840d3eabf7e40e2,teak,518437,0.3,R2,5,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6821676251922735,0.6883772819582485,0.9424157303370787,0.9141689373297003
