site,seed,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec
sjer,42,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5203736672739468,0.7330422265906138,0.6988950276243094,0.9921568627450981
sjer,42,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.523605250293056,0.683607745301294,0.7760736196319018,0.9921568627450981
sjer,518437,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5778885988563408,0.7204116224277515,0.8057324840764332,0.9921568627450981
sjer,645142,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5713867120650802,0.6925146985630858,0.8262295081967214,0.9882352941176471
sjer,951277,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5660175059787086,0.7423653855105466,0.7463126843657817,0.9921568627450981
sjer,769680,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5539847723434062,0.6803035226422323,0.7929936305732485,0.9764705882352941
sjer,454803,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6177164618840439,0.7180488418391644,0.8541666666666666,0.9647058823529412
sjer,690695,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5801581298734998,0.791922280228732,0.7244318181818182,1.0
sjer,344218,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6173571759310299,0.6901781909846427,0.8901515151515151,0.9215686274509803
sjer,392477,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5962225946096914,0.6947152757636631,0.8163265306122449,0.9411764705882353
sjer,505846,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.3645840807758501,0.7296031029901999,0.5334728033472803,1.0
sjer,538310,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5061023564249371,0.7453748760200374,0.6737400530503979,0.996078431372549
sjer,478192,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6169177280657357,0.7035701753443689,0.8709677419354839,0.9529411764705882
sjer,952728,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5997265279523344,0.6470778325617035,0.8422939068100358,0.9215686274509803
sjer,447857,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6186753396630557,0.6979643564320984,0.8210526315789474,0.9176470588235294
sjer,654517,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5809738766232824,0.7683647893325312,0.7808641975308642,0.9921568627450981
sjer,326518,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5726004482828112,0.7423639980091594,0.7492537313432835,0.984313725490196
sjer,436296,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.531400848338829,0.7127732930152286,0.7433628318584071,0.9882352941176471
sjer,723653,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6298592769293359,0.7171291522097972,0.8626760563380281,0.9607843137254902
sjer,646171,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5229713964808342,0.6633892093569513,0.7723076923076924,0.984313725490196
sjer,306939,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5978652497840053,0.7619578450223613,0.7857142857142857,0.9921568627450981
sjer,758261,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6098010860107634,0.7126916989820216,0.8551724137931035,0.9725490196078431
sjer,976563,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6273947089174793,0.6684796386409292,0.8787878787878788,0.9098039215686274
sjer,865101,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6005808573008713,0.7006709240580209,0.8372881355932204,0.9686274509803922
sjer,529320,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5571732768601838,0.6868742816323464,0.7875,0.9882352941176471
sjer,468175,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5921530977982591,0.7091099312873509,0.8277027027027027,0.9607843137254902
sjer,694154,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6004905630117855,0.6967498003788328,0.8272425249169435,0.9764705882352941
sjer,323554,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.539798402630471,0.6419871794871796,0.803921568627451,0.9647058823529412
sjer,784313,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.573189252977919,0.7376201307652922,0.7544910179640718,0.9882352941176471
sjer,415029,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6336622326872502,0.7512533613340067,0.8361204013377926,0.9803921568627451
sjer,731053,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.6531704696315702,0.68843123722156,0.9137254901960784,0.9137254901960784
sjer,230705,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5400038817059191,0.698397256864999,0.7948717948717948,0.9725490196078431
sjer,507281,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5303089677502939,0.6951697048471244,0.7419354838709677,0.9921568627450981
sjer,829640,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5779357897004956,0.6262702351412028,0.8731343283582089,0.9176470588235294
sjer,486693,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5795390406945385,0.7561667722958048,0.7689969604863222,0.9921568627450981
sjer,893204,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.13531746031746034,0.10844974469974472,0.8943089430894309,0.44715447154471544
sjer,197470,5,False,training3/SJER-train.csv,evaluation3/SJER-test.csv,0.5528928508767218,0.721672637398444,0.7477744807121661,0.9882352941176471
